horse_id,race_id,日付,開催,天気,R,レース名,枠番,馬番,オッズ,人気,騎手,斤量,距離,馬場,馬体重,着順,前走着順,前々走着順,pred,馬名,SFレース名,SF騎手,SF馬名
2022106654,202406050801,2024/12/22,中山,晴,1,2歳未勝利,6,11,57.2,6,鮫島克駿,55,ダ1200,良,446(-4),11,9,11,0.0175353694452222,ラブリーウィザード,ノービスアストラル級,サメジマ・パルサー,ルナ・シフト
2022102695,202406050801,2024/12/22,中山,晴,1,2歳未勝利,6,12,90.4,8,木幡巧也,56,ダ1200,良,522(+2),6,10,12,0.0104921788753128,ミラクルミッキー,ノービスアストラル級,コワタ・ステラー,ギャラクシー・レイ
2022107292,202406050801,2024/12/22,中山,晴,1,2歳未勝利,7,13,95.8,10,内田博幸,56,ダ1200,良,468(+2),8,16,12,0.0186133525773837,バブルギャラクシー,ノービスアストラル級,ウチダ・プルート,ウォープ・ビーム
2022106594,202406050801,2024/12/22,中山,晴,1,2歳未勝利,7,14,44.4,5,戸崎圭太,55,ダ1200,良,422(-4),5,7,10,0.0149696332593192,トレヴィーテ,ノービスアストラル級,トザキ・オーロラ,プレアデス・ストリーム
2022110128,202406050801,2024/12/22,中山,晴,1,2歳未勝利,8,15,1.8,1,ムーア,56,ダ1200,良,492(+6),1,3,2,0.470917117357006,エコロヴァイス,ノービスアストラル級,ムーア・メテオ,オービタル・ウェイブ
2022103591,202406050801,2024/12/22,中山,晴,1,2歳未勝利,8,16,265.3,15,石田拓郎,52,ダ1200,良,394(+2),16,16,,0.005757943074737,アイカチャン,ノービスアストラル級,イシダ・ノヴァ,ギャラクシー・シャドウ
2022103493,202406050802,2024/12/22,中山,晴,2,2歳未勝利,1,1,6.7,4,横山和生,56,ダ1800,良,444(-2),10,4,6,0.1062202538326191,ベールドインパクト,ノービスアストラル級,ヨコヤマ・コズモス,ネビュラ・ストーム
2022104251,202406050802,2024/12/22,中山,晴,2,2歳未勝利,1,2,370.7,16,原田和真,56,ダ1800,良,494(+14),15,12,12,0.0053925376463116,ビリーヴアンドラン,ノービスアストラル級,ハラダ・ソラリス,パルサー・ウェイブ
2022104203,202406050802,2024/12/22,中山,晴,2,2歳未勝利,2,3,10.2,5,戸崎圭太,56,ダ1800,良,500(+10),11,6,,0.0813003763701265,グレーターバーチュ,ノービスアストラル級,トザキ・オーロラ,ノヴァ・フレア
2022102965,202406050802,2024/12/22,中山,晴,2,2歳未勝利,2,4,2.8,1,坂井瑠星,56,ダ1800,良,494(+2),2,3,2,0.2268492539158322,ブレトワルダ,ノービスアストラル級,サカイ・ステラリス,クォンタム・ブリーズ
2022105252,202406050802,2024/12/22,中山,晴,2,2歳未勝利,3,5,59.3,10,鮫島克駿,56,ダ1800,良,462(+4),12,12,,0.0133630244073313,バトラーズワーフ,ノービスアストラル級,サメジマ・パルサー,パルサー・フォース
2022107074,202406050802,2024/12/22,中山,晴,2,2歳未勝利,3,6,70.9,11,野中悠太,56,ダ1800,良,506(+10),6,11,,0.0087228644094264,ロジアヴァンセ,ノービスアストラル級,ノナカ・オービット,パルサー・フラックス
2022100224,202406050802,2024/12/22,中山,晴,2,2歳未勝利,4,7,111.6,13,藤懸貴志,56,ダ1800,良,442(+16),7,12,,0.0076929835069613,スムースオペレター,ノービスアストラル級,フジカケ・ライトイヤー,ステラー・フォース
2022100360,202406050802,2024/12/22,中山,晴,2,2歳未勝利,4,8,34.7,9,北村宏司,56,ダ1800,良,506(+4),5,13,,0.0203056709974923,シュヴァルノワール,ノービスアストラル級,キタムラ・アルファ,オービタル・クロス
2022102378,202406050802,2024/12/22,中山,晴,2,2歳未勝利,5,9,5.6,3,マーカン,56,ダ1800,良,500(-12),9,9,3,0.1578522396675722,ファンタイムギフト,ノービスアストラル級,マーカン・ステルス,エクリプス・ストーム
2022104613,202406050802,2024/12/22,中山,晴,2,2歳未勝利,5,10,17.8,7,横山武史,56,ダ1800,良,512(+12),14,7,,0.0400183820636162,レイデアスール,ノービスアストラル級,ヨコヤマ・フォトン,ルナ・ドライブ
2022105340,202406050802,2024/12/22,中山,晴,2,2歳未勝利,6,11,25.8,8,石橋脩,56,ダ1800,良,478(+4),16,5,,0.0253588809737184,アルデヤーノ,ノービスアストラル級,イシバシ・クォンタム,オリオン・パルス
2022104313,202406050802,2024/12/22,中山,晴,2,2歳未勝利,6,12,4.6,2,ムーア,56,ダ1800,良,510(+8),1,3,3,0.1266840261857868,ドーバーブライト,ノービスアストラル級,ムーア・メテオ,クエーサー・ストーム
2022104177,202406050802,2024/12/22,中山,晴,2,2歳未勝利,7,13,131.3,15,木幡巧也,56,ダ1800,良,516(+10),3,11,9,0.0083352849830279,シュガーハイ,ノービスアストラル級,コワタ・ステラー,コズミック・シフト
2022106465,202406050802,2024/12/22,中山,晴,2,2歳未勝利,7,14,123.1,14,柴田大知,56,ダ1800,良,478(+8),4,9,,0.0070563722189496,チンプンカンプン,ノービスアストラル級,柴田大知,ノヴァ・パルス
2022105883,202406050802,2024/12/22,中山,晴,2,2歳未勝利,8,15,91,12,江田照男,56,ダ1800,良,510(0),8,7,5,0.0090975638769525,リュウジンマル,ノービスアストラル級,エダ・クロノス,パルサー・エコー
2022101140,202406050802,2024/12/22,中山,晴,2,2歳未勝利,8,16,15.3,6,菅原明良,56,ダ1800,良,468(+12),13,8,,0.044369975457351,ガイ,ノービスアストラル級,スガワラ・イオン,アストラル・スパーク
2022103086,202406050803,2024/12/22,中山,晴,3,2歳未勝利,1,1,52.3,11,小林美駒,51,芝1200,良,430(-2),11,5,7,0.0177469421860513,ソレイケギンチャン,ノービスアストラル級,小林美駒,ブラックホール・パルス
2022102878,202406050803,2024/12/22,中山,晴,3,2歳未勝利,1,2,52.4,12,戸崎圭太,55,芝1200,良,448(+2),6,3,5,0.0138640298622244,ナンナンプー,ノービスアストラル級,トザキ・オーロラ,クォンタム・ゲート
2022100620,202406050803,2024/12/22,中山,晴,3,2歳未勝利,2,3,7.4,4,横山和生,55,芝1200,良,430(-2),2,3,4,0.1053667954717783,シルフレイ,ノービスアストラル級,ヨコヤマ・コズモス,クォンタム・クロス
2022100675,202406050803,2024/12/22,中山,晴,3,2歳未勝利,2,4,3,1,横山琉人,54,芝1200,良,424(-2),16,2,,0.2698376832261842,タケショウブラボー,ノービスアストラル級,ヨコヤマ・ルナリス,ソラリス・ブラスト
2022100318,202406050803,2024/12/22,中山,晴,3,2歳未勝利,3,5,247.6,15,長浜鴻緒,52,芝1200,良,442(-2),13,17,11,0.0081058416694032,ブルーフラット,ノービスアストラル級,ナガハマ・ホライゾン,オリオン・フォース
2022101426,202406050803,2024/12/22,中山,晴,3,2歳未勝利,3,6,10.3,6,菅原明良,56,芝1200,良,506(+18),3,11,10,0.180856295807301,ベルリネッタ,ノービスアストラル級,スガワラ・イオン,スター・レイ
2022104316,202406050803,2024/12/22,中山,晴,3,2歳未勝利,4,7,5.6,3,三浦皇成,56,芝1200,良,436(+6),9,2,,0.1644578800429203,ユキノエミリオ,ノービスアストラル級,ミウラ・プルサー,プレアデス・ビーム
2022102173,202406050803,2024/12/22,中山,晴,3,2歳未勝利,4,8,42.7,9,横山武史,56,芝1200,良,450(+26),7,6,,0.0125385870110651,リケアエスプレッソ,ノービスアストラル級,ヨコヤマ・フォトン,ステラー・パルス
2022106907,202406050803,2024/12/22,中山,晴,3,2歳未勝利,5,9,38.4,8,横山典弘,55,芝1200,良,406(0),5,5,3,0.0151788672881988,ペタルブランシュ,ノービスアストラル級,ヨコヤマ・オリオン,ノヴァ・フラックス
2022102962,202406050803,2024/12/22,中山,晴,3,2歳未勝利,5,10,22,7,丸山元気,56,芝1200,良,524(+18),8,8,6,0.0342912416463215,アンダーザライト,ノービスアストラル級,マルヤマ・ネビュラ,クォンタム・ストリーム
2022107300,202406050803,2024/12/22,中山,晴,3,2歳未勝利,6,11,49.2,10,木幡巧也,55,芝1200,良,422(-2),10,12,2,0.0181026762454884,シンガソング,ノービスアストラル級,コワタ・ステラー,ウォープ・ドライブ
2022101571,202406050803,2024/12/22,中山,晴,3,2歳未勝利,6,12,246.4,14,石神深道,52,芝1200,良,440(+10),14,7,,0.0054212185839422,ハッピーダンシング,ノービスアストラル級,イシガミ・ディープスペース,ソラリス・ドライブ
2022106307,202406050803,2024/12/22,中山,晴,3,2歳未勝利,7,13,194.6,13,津村明秀,55,芝1200,良,416(0),12,14,5,0.005548974420427,カウニスミエリ,ノービスアストラル級,ツムラ・ブライトスター,アストラル・ドライブ
2022107204,202406050803,2024/12/22,中山,晴,3,2歳未勝利,7,14,416.2,16,佐藤翔馬,52,芝1200,良,440(+6),15,10,10,0.0053925376463116,ニシノヘリオトロプ,ノービスアストラル級,サトウ・コメット,ウォープ・シフト
2022106229,202406050803,2024/12/22,中山,晴,3,2歳未勝利,8,15,9.7,5,Ｃ．デム,55,芝1200,良,484(+6),4,5,4,0.0602142695722036,ウインイザナミ,ノービスアストラル級,C.ネブラ,アストラル・スパーク
2022110038,202406050803,2024/12/22,中山,晴,3,2歳未勝利,8,16,4.1,2,マーカン,56,芝1200,良,482(+2),1,5,,0.1904692605130891,ミクストベリーズ,ノービスアストラル級,マーカン・ステルス,プレアデス・クロス
2022103320,202406050804,2024/12/22,中山,晴,4,2歳未勝利,1,1,173.5,10,嶋田純次,56,芝2000,良,460(+4),10,6,8,0.0073555239343661,マジックスクロール,ノービスアストラル級,シマダ・エクリプス,ブラックホール・フォース
2022106773,202406050804,2024/12/22,中山,晴,4,2歳未勝利,1,2,239.2,12,丸山元気,56,芝2000,良,466(+10),8,11,9,0.006101576512343,マイネルラファール,ノービスアストラル級,マルヤマ・ネビュラ,ステラー・シフト
2022101073,202406050804,2024/12/22,中山,晴,4,2歳未勝利,2,3,375.5,18,長浜鴻緒,53,芝2000,良,474(0),14,12,,0.0053925376463116,ムチャスエルテ,ノービスアストラル級,ナガハマ・ホライゾン,クォンタム・シフト
2022101761,202406050804,2024/12/22,中山,晴,4,2歳未勝利,2,4,2.7,2,ムーア,56,芝2000,良,474(+4),5,2,3,0.2729287427102595,ヘヴンウィンド,ノービスアストラル級,ムーア・メテオ,ステラー・シフト
2022102252,202406050804,2024/12/22,中山,晴,4,2歳未勝利,3,5,282.3,14,木幡巧也,56,芝2000,良,450(+6),17,9,13,0.0053925376463116,チャールズテソーロ,ノービスアストラル級,コワタ・ステラー,クォンタム・フレア
2022104725,202406050804,2024/12/22,中山,晴,4,2歳未勝利,3,6,175.3,11,横山和生,56,芝2000,良,522(+2),2,12,,0.0065556143130228,カーミングライツ,ノービスアストラル級,ヨコヤマ・コズモス,エクリプス・ドライブ
2022106770,202406050804,2024/12/22,中山,晴,4,2歳未勝利,4,7,21.2,6,マーカン,56,芝2000,良,432(-4),15,5,5,0.0354063538033538,マイネルボス,ノービスアストラル級,マーカン・ステルス,ステラー・シャドウ
2022102338,202406050804,2024/12/22,中山,晴,4,2歳未勝利,4,8,12.2,5,戸崎圭太,56,芝2000,良,488(0),7,3,4,0.1104757528886358,コア,ノービスアストラル級,トザキ・オーロラ,クォンタム・パルス
2022100384,202406050804,2024/12/22,中山,晴,4,2歳未勝利,5,9,98,8,幸英明,55,芝2000,良,450(-14),9,9,6,0.0099553741080378,ジュラ,ノービスアストラル級,ユキ・サターン,オービタル・シフト
2022100069,202406050804,2024/12/22,中山,晴,4,2歳未勝利,5,10,265,13,鮫島克駿,56,芝2000,良,562(+6),18,15,,0.005548974420427,ナンヨービッグ,ノービスアストラル級,サメジマ・パルサー,オービタル・シフト
2022106804,202406050804,2024/12/22,中山,晴,4,2歳未勝利,6,11,355.9,16,柴田大知,56,芝2000,良,406(+2),16,9,,0.0056630135719765,マイネルライゼン,ノービスアストラル級,柴田大知,ステラー・シャドウ
2022105751,202406050804,2024/12/22,中山,晴,4,2歳未勝利,6,12,24.2,7,Ｃ．デム,56,芝2000,良,450(0),4,4,5,0.0339489404267327,イフルジャンス,ノービスアストラル級,C.ネブラ,プレアデス・パルス
2022100260,202406050804,2024/12/22,中山,晴,4,2歳未勝利,7,13,302.3,15,江田照男,56,芝2000,良,434(+2),12,8,,0.005548974420427,ルナティックアイ,ノービスアストラル級,エダ・クロノス,ステラー・グロウ
2022106542,202406050804,2024/12/22,中山,晴,4,2歳未勝利,7,14,107.2,9,石川裕紀,55,芝2000,良,442(+2),11,10,,0.0093298261912697,ノーブルノワール,ノービスアストラル級,石川裕紀,プレアデス・フレア
2022106761,202406050804,2024/12/22,中山,晴,4,2歳未勝利,7,15,6.8,3,横山武史,55,芝2000,良,456(0),3,4,,0.1424831149927275,ウアーシュプルング,ノービスアストラル級,ヨコヤマ・フォトン,ステラー・シフト
2022100019,202406050804,2024/12/22,中山,晴,4,2歳未勝利,8,16,8.7,4,坂井瑠星,55,芝2000,良,454(-2),6,2,6,0.0646765978897278,マカナ,ノービスアストラル級,サカイ・ステラリス,オービタル・ブラスト
2022104931,202406050804,2024/12/22,中山,晴,4,2歳未勝利,8,17,362.4,17,丸田恭介,55,芝2000,良,466(-4),13,11,5,0.0053925376463116,アエル,ノービスアストラル級,マルタ・コスモス,パルサー・フレア
2022105063,202406050804,2024/12/22,中山,晴,4,2歳未勝利,8,18,2.4,1,川田将雅,55,芝2000,良,422(-8),1,2,,0.2644310265847994,ロジャリーマイン,ノービスアストラル級,カワダ・スーパーノヴァ,パルサー・シフト
2022103246,202406050805,2024/12/22,中山,晴,5,2歳新馬,1,1,29.4,7,津村明秀,55,ダ1200,良,464(0),11,,,0.0214453889342325,アイドルフェスタ,ニューステラーデビュー級,ツムラ・ブライトスター,ブラックホール・クロス
2022102607,202406050805,2024/12/22,中山,晴,5,2歳新馬,2,3,227.5,15,佐藤翔馬,52,ダ1200,良,430(0),12,,,0.0058687254140974,ジーティーウララ,ニューステラーデビュー級,サトウ・コメット,クォンタム・グロウ
2022104948,202406050805,2024/12/22,中山,晴,5,2歳新馬,2,4,15.5,5,長浜鴻緒,52,ダ1200,良,480(0),7,,,0.0475238610725156,マイベストダンサー,ニューステラーデビュー級,ナガハマ・ホライゾン,ルナ・レイ
2022101188,202406050805,2024/12/22,中山,晴,5,2歳新馬,3,5,19.1,6,木幡育也,56,ダ1200,良,502(0),5,,,0.0386572833016082,アラスカフレイバー,ニューステラーデビュー級,木幡育也,ソラリス・リンク
2022102834,202406050805,2024/12/22,中山,晴,5,2歳新馬,3,6,76.5,11,丸田恭介,55,ダ1200,良,494(0),3,,,0.0106845320072978,キャラメリー,ニューステラーデビュー級,マルタ・コスモス,クエーサー・ドライブ
2022106122,202406050805,2024/12/22,中山,晴,5,2歳新馬,4,7,59.1,10,内田博幸,55,ダ1200,良,440(0),13,,,0.0158183992651609,タルトポワール,ニューステラーデビュー級,ウチダ・プルート,ステラー・ビーム
2022107072,202406050805,2024/12/22,中山,晴,5,2歳新馬,4,8,12.9,3,横山和生,55,ダ1200,良,476(0),14,,,0.0810625285739368,グレーデール,ニューステラーデビュー級,ヨコヤマ・コズモス,パルサー・シフト
2022109021,202406050805,2024/12/22,中山,晴,5,2歳新馬,5,9,195.8,14,丸山元気,55,ダ1200,良,408(0),15,,,0.0058687254140974,アラワレワタル,ニューステラーデビュー級,マルヤマ・ネビュラ,ウォープ・スパーク
2022102315,202406050805,2024/12/22,中山,晴,5,2歳新馬,5,10,1.5,1,ルメール,55,ダ1200,良,482(0),1,,,0.4732577511895946,シュヴァルボヌール,ニューステラーデビュー級,ルメール・コスモス,クォンタム・エコー
2022100157,202406050805,2024/12/22,中山,晴,5,2歳新馬,6,11,47.1,9,小林脩斗,53,ダ1200,良,440(0),10,,,0.017686847180792,アジアート,ニューステラーデビュー級,コバヤシ・ノヴァ,オービタル・パルス
2022101075,202406050805,2024/12/22,中山,晴,5,2歳新馬,6,12,98.3,12,松岡正海,55,ダ1200,良,444(0),4,,,0.0103142110178399,ラヴィーズドリーム,ニューステラーデビュー級,マツオカ・ノヴァ,クォンタム・ストリーム
2022103566,202406050805,2024/12/22,中山,晴,5,2歳新馬,7,13,32.2,8,戸崎圭太,56,ダ1200,良,452(0),9,,,0.0208457859193554,フィアマドラータ,ニューステラーデビュー級,トザキ・オーロラ,ネビュラ・ブリーズ
2022101289,202406050805,2024/12/22,中山,晴,5,2歳新馬,7,14,168.2,13,武藤雅,55,ダ1200,良,426(0),8,,,0.0072587416161801,マリノライヤ,ニューステラーデビュー級,ムトウ・ギャラクシア,ソラリス・ビーム
2022100378,202406050805,2024/12/22,中山,晴,5,2歳新馬,8,15,5.6,2,小林美駒,51,ダ1200,良,418(0),6,,,0.1526710697731337,ネバーランドリーム,ニューステラーデビュー級,小林美駒,オリオン・フラックス
2022101484,202406050805,2024/12/22,中山,晴,5,2歳新馬,8,16,13.7,4,横山武史,56,ダ1200,良,462(0),2,,,0.0718211516337798,ダノンメナージュ,ニューステラーデビュー級,ヨコヤマ・フォトン,スター・ストーム
2022101259,202406050806,2024/12/22,中山,晴,6,2歳新馬,1,1,23.7,6,戸崎圭太,55,芝1600,良,424(0),2,,,0.0386093175853158,ショウナンマリーナ,ニューステラーデビュー級,トザキ・オーロラ,ソラリス・ドライブ
2022106213,202406050806,2024/12/22,中山,晴,6,2歳新馬,2,2,5.8,3,三浦皇成,55,芝1600,良,444(0),3,,,0.1308389870099589,ウインキララ,ニューステラーデビュー級,ミウラ・プルサー,アストラル・ストリーム
2022102452,202406050806,2024/12/22,中山,晴,6,2歳新馬,2,3,206.8,13,野中悠太,56,芝1600,良,472(0),12,,,0.0058687254140974,ココリハクタク,ニューステラーデビュー級,ノナカ・オービット,クォンタム・ストリーム
2022100628,202406050806,2024/12/22,中山,晴,6,2歳新馬,3,4,51.2,8,横山武史,55,芝1600,良,430(0),8,,,0.017686847180792,ロイヤルキャピタル,ニューステラーデビュー級,ヨコヤマ・フォトン,ネビュラ・ブラスト
2022107182,202406050806,2024/12/22,中山,晴,6,2歳新馬,3,5,2.1,1,ムーア,56,芝1600,良,502(0),1,,,0.3246062725678465,ディオデルマーレ,ニューステラーデビュー級,ムーア・メテオ,ステラー・エコー
2022101030,202406050806,2024/12/22,中山,晴,6,2歳新馬,4,6,226.5,15,黛弘人,55,芝1600,良,444(0),14,,,0.0058687254140974,ウーレンハウト,ニューステラーデビュー級,マユズミ・プラネッツ,クォンタム・フォース
2022102480,202406050806,2024/12/22,中山,晴,6,2歳新馬,4,7,128.6,12,原田和真,56,芝1600,良,472(0),11,,,0.0080876315562518,マサユメ,ニューステラーデビュー級,ハラダ・ソラリス,クォンタム・エコー
2022104092,202406050806,2024/12/22,中山,晴,6,2歳新馬,5,8,7.4,4,マーカン,56,芝1600,良,476(0),5,,,0.1065600916269631,サクラアドリア,ニューステラーデビュー級,マーカン・ステルス,クォンタム・スパーク
2022103018,202406050806,2024/12/22,中山,晴,6,2歳新馬,5,9,213.8,14,丸田恭介,55,芝1600,良,454(0),10,,,0.0058687254140974,シェーンルスカ,ニューステラーデビュー級,マルタ・コスモス,ネビュラ・グロウ
2022103206,202406050806,2024/12/22,中山,晴,6,2歳新馬,6,10,40.6,7,石川裕紀,55,芝1600,良,450(0),4,,,0.0181972759246869,フューチャーファン,ニューステラーデビュー級,石川裕紀,ブラックホール・ブラスト
2022105537,202406050806,2024/12/22,中山,晴,6,2歳新馬,6,11,101.9,10,吉田豊,56,芝1600,良,448(0),15,,,0.0108877105084771,ポッドソル,ニューステラーデビュー級,ヨシダ・ステラリス,パルサー・シフト
2022100462,202406050806,2024/12/22,中山,晴,6,2歳新馬,7,12,22.9,5,菅原明良,56,芝1600,良,466(0),9,,,0.0386093175853158,バットスティンガー,ニューステラーデビュー級,スガワラ・イオン,オービタル・エコー
2022103871,202406050806,2024/12/22,中山,晴,6,2歳新馬,7,13,118.1,11,木幡巧也,56,芝1600,良,448(0),13,,,0.0093149451163684,ワカギミ,ニューステラーデビュー級,コワタ・ステラー,ネビュラ・リンク
2022104911,202406050806,2024/12/22,中山,晴,6,2歳新馬,8,14,3.3,2,ルメール,55,芝1600,良,396(0),7,,,0.2164365111026555,レガーロカリーノ,ニューステラーデビュー級,ルメール・コスモス,ルナ・グロウ
2022103577,202406050806,2024/12/22,中山,晴,6,2歳新馬,8,15,51.7,9,横山琉人,55,芝1600,良,474(0),6,,,0.0182814944976892,リッキースタイル,ニューステラーデビュー級,ヨコヤマ・ルナリス,ネビュラ・シフト
2021106583,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,1,1,163,12,松岡正海,57,ダ1800,良,476(+12),16,8,7,0.0074008532743724,ユイノコキュウ,コズミックチャンピオン1級,マツオカ・ノヴァ,オリオン・フラックス
2018101497,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,1,2,176.1,13,ドイル,56,ダ1800,良,488(0),8,11,6,0.0059318936408302,デリシュレーヌ,コズミックチャンピオン1級,ドイル・ゼニス,ブラックホール・レイ
2021103017,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,2,3,135.1,11,原田和真,57,ダ1800,良,500(+16),6,6,4,0.0073302649060764,オウケンシルヴァー,コズミックチャンピオン1級,ハラダ・ソラリス,ルナ・エコー
2021104314,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,2,4,3.4,1,川田将雅,57,ダ1800,良,486(-6),7,3,2,0.1753301356819323,ダンツティアラ,コズミックチャンピオン1級,カワダ・スーパーノヴァ,パルサー・ドライブ
2021106845,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,3,5,51.6,8,石神深道,54,ダ1800,良,488(+12),5,4,10,0.027225540248244,ザロック,コズミックチャンピオン1級,イシガミ・ディープスペース,パルサー・ブリーズ
2021104762,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,3,6,4.3,3,ルメール,57,ダ1800,良,456(-12),9,1,2,0.1888065602706475,レッドアレグロ,コズミックチャンピオン1級,ルメール・コスモス,ルナ・レイ
2021105575,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,4,7,23.2,6,マーカン,57,ダ1800,良,484(+8),14,4,6,0.0462348493010023,セイロンジェムズ,コズミックチャンピオン1級,マーカン・ステルス,パルサー・パルス
2021105182,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,4,8,4.2,2,Ｃ．デム,57,ダ1800,良,512(+4),1,2,3,0.3087765498445652,ドバイブルース,コズミックチャンピオン1級,C.ネブラ,パルサー・リンク
2021104754,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,5,9,99.2,10,丸田恭介,55,ダ1800,良,516(+4),4,4,15,0.0096801571755569,ベルフィーヌ,コズミックチャンピオン1級,マルタ・コスモス,ルナ・グロウ
2021100329,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,5,10,5.3,4,横山和生,57,ダ1800,良,510(+6),3,3,10,0.1450316664439177,プルナチャンドラ,コズミックチャンピオン1級,ヨコヤマ・コズモス,オービタル・グロウ
2021101928,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,6,11,6.1,5,ムーア,57,ダ1800,良,468(0),2,2,2,0.1234220876213693,チザルピーノ,コズミックチャンピオン1級,ムーア・メテオ,ステラー・ブリーズ
2019101403,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,6,12,350.7,16,横山琉人,55,ダ1800,良,468(+12),11,15,1,0.0057066067800237,プラチナジェット,コズミックチャンピオン1級,ヨコヤマ・ルナリス,ブラックホール・スパーク
2020105510,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,7,13,345.3,15,木幡巧也,58,ダ1800,良,478(+6),15,9,11,0.005548974420427,インオービット,コズミックチャンピオン1級,コワタ・ステラー,コズミック・シフト
2021101201,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,7,14,41.5,7,横山武史,57,ダ1800,良,486(+14),10,9,5,0.0156703521440847,ロードインフェルノ,コズミックチャンピオン1級,ヨコヤマ・フォトン,ソラリス・ストーム
2019106972,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,8,15,299.2,14,佐藤翔馬,55,ダ1800,良,454(+8),12,5,6,0.0053925376463116,ロストボール,コズミックチャンピオン1級,サトウ・コメット,ブラックホール・グロウ
2021105890,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,8,16,53.4,9,菅原明良,57,ダ1800,良,500(+6),13,16,1,0.0174148309610127,ロクシアス,コズミックチャンピオン1級,スガワラ・イオン,パルサー・ドライブ
2019104952,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),1,1,53.1,8,武藤雅,56,ダ1200,良,450(+16),7,10,3,0.0222644134813868,ロープスピニング,ウィンターソルスティス特別(2級),ムトウ・ギャラクシア,ブラックホール・グロウ
2020103575,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),1,2,99,11,北村宏司,58,ダ1200,良,508(+12),14,15,8,0.010245201748483,シュバルツガイスト,ウィンターソルスティス特別(2級),キタムラ・アルファ,ブラックホール・シフト
2021101121,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),2,3,4,2,松山弘平,55,ダ1200,良,472(+6),16,1,2,0.1741899711591628,ミライテーラー,ウィンターソルスティス特別(2級),松山弘平,パルサー・ストーム
